Date,Open,High,Low,Close,Volume,Open.Interest
22-02-2018 10:15:00,10353.4,10353.8,10351,10352.7,11775,17470200
22-02-2018 10:16:00,10352.7,10356.4,10352.45,10356.05,22800,17470200
22-02-2018 10:17:00,10356.7,10361.75,10355.05,10356.1,55950,17451225
22-02-2018 10:18:00,10356,10357,10355,10356,13125,17451225
22-02-2018 10:19:00,10355,10357.5,10355,10357,14550,17451225
22-02-2018 10:20:00,10356.2,10357.5,10353.05,10354.9,18375,17447475
22-02-2018 10:21:00,10354.9,10354.95,10352.2,10353.5,21900,17447475
22-02-2018 10:22:00,10353.5,10353.75,10352.4,10352.5,12900,17447475
22-02-2018 10:23:00,10352.5,10354.85,10352,10353.65,16875,17443950
22-02-2018 10:24:00,10353.65,10355,10353.2,10355,49350,17443950
22-02-2018 10:25:00,10354.35,10355.55,10354,10355.35,16050,17443950
22-02-2018 10:26:00,10355.35,10355.9,10354.5,10355.6,8550,17437275
22-02-2018 10:27:00,10355.6,10355.75,10354.4,10354.7,13650,17437275
22-02-2018 10:28:00,10354.95,10355,10352.95,10354,28050,17437275
22-02-2018 10:29:00,10354,10354.5,10352,10354.5,30075,17470275
22-02-2018 10:30:00,10354.5,10355,10352.45,10353.5,79200,17470275
22-02-2018 10:31:00,10353.75,10353.75,10351.7,10352,25350,17470275
22-02-2018 10:32:00,10351.95,10351.95,10350,10351.4,49125,17544450
22-02-2018 10:33:00,10351.6,10352,10350.35,10351.15,24225,17544450
22-02-2018 10:34:00,10351.15,10353.65,10350.85,10353.5,80775,17544450
22-02-2018 10:35:00,10353.5,10354.85,10352.65,10354.85,7275,17665575
22-02-2018 10:36:00,10353.7,10355.7,10353.4,10355.7,28425,17665575
22-02-2018 10:37:00,10355.35,10355.65,10353.35,10354,33600,17665575
22-02-2018 10:38:00,10354.7,10355.5,10353.4,10355,22875,17676900
22-02-2018 10:39:00,10355,10356.55,10355,10355.45,8400,17676900
22-02-2018 10:40:00,10355.95,10356.15,10353,10353,32250,17676900
22-02-2018 10:41:00,10353,10353.45,10352,10352.8,10875,17671725
22-02-2018 10:42:00,10352.8,10355,10352.8,10354,33900,17671725
22-02-2018 10:43:00,10354.65,10355.2,10354.2,10354.7,17625,17671725
22-02-2018 10:44:00,10354.7,10356.5,10353.9,10356.5,16350,17661600
22-02-2018 10:45:00,10356.65,10360,10355.95,10358.1,43200,17661600
22-02-2018 10:46:00,10358,10358.35,10355,10356,23625,17661600
22-02-2018 10:47:00,10355.35,10356.4,10355,10356.2,7875,17597400
22-02-2018 10:48:00,10356.2,10358.4,10355.85,10358.15,26400,17597400
22-02-2018 10:49:00,10358.15,10359.25,10357.35,10357.35,14025,17597400
22-02-2018 10:50:00,10357.8,10360,10357.45,10359.75,51000,17597850
22-02-2018 10:51:00,10359.75,10362.85,10358.65,10360.75,28050,17597850
22-02-2018 10:52:00,10360.75,10361.35,10357.5,10357.85,40650,17597850
22-02-2018 10:53:00,10358.65,10359.7,10357.2,10359.55,37125,17591475
22-02-2018 10:54:00,10359,10359,10357.05,10358.75,27075,17591475
22-02-2018 10:55:00,10358.75,10360.35,10357.35,10357.5,65175,17591475
22-02-2018 10:56:00,10357.5,10358.9,10357.1,10358,12750,17623275
22-02-2018 10:57:00,10358,10362,10358,10361.75,18450,17623275
22-02-2018 10:58:00,10361.75,10362.3,10361,10362,21975,17623275
22-02-2018 10:59:00,10362,10362,10360,10360.75,33075,17608950
22-02-2018 11:00:00,10360.75,10362.5,10359.55,10360.55,36825,17608950
22-02-2018 11:01:00,10361,10361,10358.25,10358.55,33150,17608950
22-02-2018 11:02:00,10358.55,10359.05,10357.1,10358.45,32400,17587050
22-02-2018 11:03:00,10358.45,10358.45,10353.5,10354.2,18150,17587050
22-02-2018 11:04:00,10354.25,10356.8,10353.8,10355.55,19200,17587050
22-02-2018 11:05:00,10355.55,10356.95,10353.65,10355.5,30975,17592225
22-02-2018 11:06:00,10356.8,10356.9,10355.05,10356.1,16275,17592225
22-02-2018 11:07:00,10356.1,10356.9,10355.1,10356.25,6075,17592225
22-02-2018 11:08:00,10356,10356,10354,10355,3150,17582025
22-02-2018 11:09:00,10355,10355,10354.1,10354.8,7875,17582025
22-02-2018 11:10:00,10354.25,10355,10353.6,10354.15,11025,17582025
22-02-2018 11:11:00,10354.15,10357.5,10353.65,10357.4,18000,17586225
22-02-2018 11:12:00,10357.4,10358,10356,10356.4,7575,17586225
22-02-2018 11:13:00,10356.4,10357,10355.55,10356,3600,17586225
22-02-2018 11:14:00,10356,10356.95,10355.8,10355.8,3750,17556300
22-02-2018 11:15:00,10355.75,10356.05,10354.95,10354.95,9825,17556300
22-02-2018 11:16:00,10354.95,10356.6,10354.45,10356.6,45375,17556300
22-02-2018 11:17:00,10356.6,10358.55,10356,10358.55,14025,17585775
22-02-2018 11:18:00,10358.55,10358.55,10357.4,10358,12525,17585775
22-02-2018 11:19:00,10358,10358.25,10357,10357.9,9000,17585775
22-02-2018 11:20:00,10358,10358.65,10356,10356.2,27750,17597475
22-02-2018 11:21:00,10356.2,10356.4,10355.45,10356.35,13350,17597475
22-02-2018 11:22:00,10356.35,10357.25,10355.7,10357,6375,17597475
22-02-2018 11:23:00,10357.05,10357.95,10357,10357.95,6525,17601675
22-02-2018 11:24:00,10357.95,10358.15,10357.35,10357.8,24450,17601675
22-02-2018 11:25:00,10357.2,10360.05,10357.2,10359.05,22500,17601675
22-02-2018 11:26:00,10359.05,10359.15,10357,10358.7,14025,17614875
22-02-2018 11:27:00,10358.7,10359.5,10357.8,10359.35,14475,17614875
22-02-2018 11:28:00,10358,10359.55,10357.25,10358.9,22650,17614875
22-02-2018 11:29:00,10358.9,10359.55,10358,10359,73950,17637525
22-02-2018 11:30:00,10359,10359.5,10358,10359.5,23625,17637525
22-02-2018 11:31:00,10359.5,10359.5,10357.65,10359.3,9975,17637525
22-02-2018 11:32:00,10359.3,10359.3,10357.55,10358.4,12225,17629050
22-02-2018 11:33:00,10358.4,10358.4,10356.2,10357.5,15825,17629050
22-02-2018 11:34:00,10356.25,10358,10356.05,10357.95,14250,17629050
22-02-2018 11:35:00,10357.95,10359.4,10357,10358.95,21750,17638575
22-02-2018 11:36:00,10358.75,10358.75,10356.55,10357.9,15525,17638575
22-02-2018 11:37:00,10358.3,10358.45,10356.05,10357,10650,17638575
22-02-2018 11:38:00,10357.4,10358.5,10356.05,10358.35,6075,17636850
22-02-2018 11:39:00,10358.35,10358.45,10357.05,10357.75,21600,17636850
22-02-2018 11:40:00,10357.75,10358.25,10357.05,10357.5,37050,17636850
22-02-2018 11:41:00,10358.1,10358.15,10356.5,10356.55,19800,17639550
22-02-2018 11:42:00,10357,10357,10355,10355.05,31125,17639550
22-02-2018 11:43:00,10355,10356,10354.05,10356,23175,17639550
22-02-2018 11:44:00,10356,10356,10354.8,10355,21225,17669100
22-02-2018 11:45:00,10355,10356.3,10354.8,10355.65,15375,17669100
22-02-2018 11:46:00,10355.65,10358,10355.65,10357,22200,17669100
22-02-2018 11:47:00,10357,10358.3,10356.05,10357.5,24975,17668500
22-02-2018 11:48:00,10357.5,10358.3,10356.6,10357,54450,17668500
22-02-2018 11:49:00,10357,10358.95,10357,10358.95,45000,17668500
22-02-2018 11:50:00,10358.95,10359.4,10358.3,10359,13350,17629350
22-02-2018 11:51:00,10358.95,10365,10358.95,10362,75600,17629350
22-02-2018 11:52:00,10362.9,10362.9,10360,10360.9,53550,17629350
22-02-2018 11:53:00,10360.85,10361.1,10357,10357,40950,17485350
22-02-2018 11:54:00,10357,10358.4,10356.5,10357,13050,17485350
22-02-2018 11:55:00,10356.95,10357.45,10355.15,10356.8,13500,17485350
22-02-2018 11:56:00,10356.75,10356.75,10355,10355,35700,17400600
22-02-2018 11:57:00,10355,10355.25,10352.4,10354,45900,17400600
22-02-2018 11:58:00,10354.45,10354.45,10352.2,10353,37875,17400600
22-02-2018 11:59:00,10352.25,10353.7,10350,10350.45,17550,17375025
22-02-2018 12:00:00,10350.35,10350.8,10348,10350,34500,17375025
22-02-2018 12:01:00,10350,10351.55,10349.15,10351.2,19200,17375025
22-02-2018 12:02:00,10351.2,10353.3,10351.2,10352.2,15375,17346825
22-02-2018 12:03:00,10352.9,10355.6,10352.9,10355.1,19650,17346825
22-02-2018 12:04:00,10355.1,10355.15,10352,10354,14025,17346825
22-02-2018 12:05:00,10354,10354,10352.45,10354,6450,17356125
22-02-2018 12:06:00,10354.3,10356.8,10354.3,10355.6,10050,17356125
22-02-2018 12:07:00,10355.6,10357,10354.45,10354.9,7875,17356125
22-02-2018 12:08:00,10354.9,10354.95,10352.95,10352.95,4650,17349600
22-02-2018 12:09:00,10352.95,10354.4,10352,10354.4,7500,17349600
22-02-2018 12:10:00,10354.9,10355.3,10354,10354,10050,17349600
22-02-2018 12:11:00,10354,10356.8,10354,10354.8,6975,17343675
22-02-2018 12:12:00,10354.8,10355.9,10353.5,10354.55,9525,17343675
22-02-2018 12:13:00,10354.4,10355.9,10353.6,10354.7,21000,17343675
22-02-2018 12:14:00,10354.8,10355.4,10353.2,10353.2,11550,17281425
22-02-2018 12:15:00,10354,10354.6,10353.95,10354,11700,17281425
22-02-2018 12:16:00,10354,10354.55,10353.3,10354,10950,17281425
22-02-2018 12:17:00,10354,10354,10352.1,10353.95,28500,17279775
22-02-2018 12:18:00,10353.95,10353.95,10352,10353,16125,17279775
22-02-2018 12:19:00,10353,10353,10350.05,10350.05,25575,17279775
22-02-2018 12:20:00,10350.05,10351.95,10350,10350.1,33900,17264625
22-02-2018 12:21:00,10350.1,10350.65,10349.1,10350.15,27150,17264625
22-02-2018 12:22:00,10350.15,10351.35,10350,10350.5,16575,17264625
22-02-2018 12:23:00,10350.5,10351.35,10349.65,10350.7,15750,17259825
22-02-2018 12:24:00,10350.6,10351,10350.6,10350.95,5175,17259825
22-02-2018 12:25:00,10351.1,10351.25,10350.6,10351.25,5625,17259825
22-02-2018 12:26:00,10351.25,10352,10351.1,10351.6,9750,17207175
22-02-2018 12:27:00,10351.6,10352.7,10351.2,10352.7,8850,17207175
22-02-2018 12:28:00,10352.65,10356.15,10352.65,10355.4,28125,17207175
22-02-2018 12:29:00,10355.4,10356,10354.5,10356,23700,17183775
22-02-2018 12:30:00,10356,10357.5,10355,10356.6,36675,17183775
22-02-2018 12:31:00,10356,10356.4,10355.85,10355.95,13275,17183775
22-02-2018 12:32:00,10356.1,10356.4,10355.1,10355.2,56775,17171250
22-02-2018 12:33:00,10355.2,10355.55,10354.45,10355.45,17325,17171250
22-02-2018 12:34:00,10355.35,10356.4,10355.1,10355.8,61050,17171250
22-02-2018 12:35:00,10355.8,10356.75,10355.8,10356,18375,17158275
22-02-2018 12:36:00,10356,10356.45,10355.45,10356.3,3750,17158275
22-02-2018 12:37:00,10356,10356,10355.5,10355.5,9525,17158275
22-02-2018 12:38:00,10354.45,10355,10354.2,10355,30975,17153325
22-02-2018 12:39:00,10356.5,10356.5,10354.15,10354.65,16275,17153325
22-02-2018 12:40:00,10354.8,10355.9,10354,10354,6600,17153325
22-02-2018 12:41:00,10354,10355.5,10353.1,10355.5,12825,17070000
22-02-2018 12:42:00,10355.5,10355.5,10353.65,10353.65,8550,17070000
22-02-2018 12:43:00,10355,10356,10353.8,10356,16125,17070000
22-02-2018 12:44:00,10356,10361.1,10356,10357.45,31425,16929525
22-02-2018 12:45:00,10357.3,10357.3,10356.2,10356.3,11850,16929525
22-02-2018 12:46:00,10356.3,10356.3,10354.55,10355.2,12975,16929525
22-02-2018 12:47:00,10355.2,10356,10354.15,10355,21975,16940325
22-02-2018 12:48:00,10355.1,10355.25,10353.05,10354,8925,16940325
22-02-2018 12:49:00,10354,10355,10352,10355,19650,16940325
22-02-2018 12:50:00,10355,10355.25,10354.1,10354.75,15525,16936425
22-02-2018 12:51:00,10354.75,10354.75,10353,10353.85,14175,16936425
22-02-2018 12:52:00,10353.85,10354.4,10352.65,10354.4,4725,16936425
22-02-2018 12:53:00,10354,10354.8,10353.1,10353.1,4875,16770525
22-02-2018 12:54:00,10353.1,10353.8,10350,10352,27000,16770525
22-02-2018 12:55:00,10352,10352,10350.6,10351,7125,16770525
22-02-2018 12:56:00,10351,10352.35,10350,10351.9,20400,16739625
22-02-2018 12:57:00,10351.9,10353,10351,10352.85,5775,16739625
22-02-2018 12:58:00,10352.85,10352.9,10351,10352.4,24300,16739625
22-02-2018 12:59:00,10352.4,10352.5,10350.9,10351.7,24900,16625550
22-02-2018 13:00:00,10351.65,10352,10347.5,10350,43800,16625550
22-02-2018 13:01:00,10349.4,10351.5,10348.05,10350,31575,16625550
22-02-2018 13:02:00,10350,10352.95,10349.8,10351.15,28575,16632450
22-02-2018 13:03:00,10351.15,10351.85,10350.4,10351.15,20325,16632450
22-02-2018 13:04:00,10350.05,10350.05,10347.35,10349,39600,16632450
22-02-2018 13:05:00,10349,10351.3,10348.35,10350.65,20775,16636275
22-02-2018 13:06:00,10351.35,10351.8,10350,10351.75,14175,16636275
22-02-2018 13:07:00,10351.75,10353.95,10351.2,10353.4,17250,16636275
22-02-2018 13:08:00,10353.4,10353.4,10352.05,10352.5,24300,16631550
22-02-2018 13:09:00,10352.5,10355,10352.5,10353.4,17625,16631550
22-02-2018 13:10:00,10354,10355.3,10353.85,10355,13050,16631550
22-02-2018 13:11:00,10355,10355.45,10354,10354.95,5550,16595925
22-02-2018 13:12:00,10354,10355.5,10354,10355.5,7500,16595925
22-02-2018 13:13:00,10355.5,10356.6,10354.05,10356,14550,16595925
22-02-2018 13:14:00,10355.95,10358,10355.95,10357.8,21600,16531650
22-02-2018 13:15:00,10357.95,10360.65,10356,10358.95,28650,16531650
22-02-2018 13:16:00,10358.95,10360,10358,10358.6,16275,16531650
22-02-2018 13:17:00,10359.5,10369.9,10359.15,10366,103125,16512600
22-02-2018 13:18:00,10366,10366,10363,10365.15,55350,16512600
22-02-2018 13:19:00,10365,10365,10361.3,10364,44475,16512600
22-02-2018 13:20:00,10362.2,10366,10362.2,10364.5,40275,16459800
22-02-2018 13:21:00,10364.55,10366.25,10362,10362,28275,16459800
22-02-2018 13:22:00,10361.45,10362,10359.8,10360,29325,16459800
22-02-2018 13:23:00,10361,10363.9,10361,10363,30375,16480725
22-02-2018 13:24:00,10363,10366.6,10362.5,10365.5,18825,16480725
22-02-2018 13:25:00,10366.75,10369.5,10366.1,10369.5,28125,16480725
22-02-2018 13:26:00,10369,10375,10367.4,10369.95,110550,16467600
22-02-2018 13:27:00,10369.95,10370,10367,10367,29475,16467600
22-02-2018 13:28:00,10367,10368.25,10366.85,10367,29700,16467600
22-02-2018 13:29:00,10367,10368.05,10363.1,10365.4,23550,16414725
22-02-2018 13:30:00,10365,10366.35,10364.25,10366.35,24825,16414725
22-02-2018 13:31:00,10366.35,10368,10365.05,10366.5,18675,16414725
22-02-2018 13:32:00,10366.5,10366.5,10360.9,10361.35,19950,15928350
22-02-2018 13:33:00,10361.35,10363.1,10357.9,10358,39900,15928350
22-02-2018 13:34:00,10358.55,10359.4,10355.15,10356.65,34650,15928350
22-02-2018 13:35:00,10356.65,10361.45,10356.45,10359.45,13725,15914550
22-02-2018 13:36:00,10359.05,10360.15,10357,10359.4,15375,15914550
22-02-2018 13:37:00,10359.4,10361.75,10358,10361.75,19725,15914550
22-02-2018 13:38:00,10361.75,10364,10361.7,10361.7,7800,15900825
22-02-2018 13:39:00,10361.7,10365,10361.7,10364,23025,15900825
22-02-2018 13:40:00,10364,10365.65,10363.75,10363.75,23925,15900825
22-02-2018 13:41:00,10363.05,10364.45,10362.75,10362.75,16950,15865275
22-02-2018 13:42:00,10362.75,10365.4,10361.25,10365.1,16350,15865275
22-02-2018 13:43:00,10365.55,10369,10365.55,10368.8,33975,15865275
22-02-2018 13:44:00,10368.8,10369.95,10366.9,10368.4,36225,15861675
22-02-2018 13:45:00,10368.65,10373.95,10366.1,10373.95,32850,15861675
22-02-2018 13:46:00,10373.35,10376.5,10371.5,10372,76200,15861675
22-02-2018 13:47:00,10371.5,10371.6,10369.1,10371,14775,15835275
22-02-2018 13:48:00,10370.05,10375.95,10370.05,10374.55,36675,15835275
22-02-2018 13:49:00,10374.85,10376,10371.8,10372.5,30975,15835275
22-02-2018 13:50:00,10373.5,10382.75,10371.8,10380,91350,15799050
22-02-2018 13:51:00,10378.15,10381,10377.05,10381,51300,15799050
22-02-2018 13:52:00,10381.55,10396,10381.35,10390.95,381825,15799050
22-02-2018 13:53:00,10390,10390,10384.3,10385.65,39975,15673050
22-02-2018 13:54:00,10384.75,10387.45,10381.75,10382.45,71175,15673050
22-02-2018 13:55:00,10381.65,10386.55,10381.1,10385.15,45975,15673050
22-02-2018 13:56:00,10384.9,10388.75,10384.75,10388.75,44400,15643575
22-02-2018 13:57:00,10388.45,10395.1,10388.05,10391.05,92925,15643575
22-02-2018 13:58:00,10391.05,10395,10389.2,10390.8,101175,15643575
22-02-2018 13:59:00,10390.15,10390.65,10382.25,10383.2,64650,15527925
22-02-2018 14:00:00,10383.95,10385,10376.55,10378.6,71475,15527925
22-02-2018 14:01:00,10378.6,10378.95,10373.5,10375.1,37575,15527925
22-02-2018 14:02:00,10375.1,10379,10375,10378.2,39225,15516375
22-02-2018 14:03:00,10379.55,10379.55,10375.3,10378,30825,15516375
22-02-2018 14:04:00,10378,10384.15,10377.4,10381,52125,15516375
22-02-2018 14:05:00,10382.35,10383,10378.1,10379.25,39075,15520050
22-02-2018 14:06:00,10379.25,10380.95,10377.55,10378.45,26775,15520050
22-02-2018 14:07:00,10378.45,10381,10378.45,10380.75,39675,15520050
22-02-2018 14:08:00,10380.75,10381,10375.9,10376.7,14925,15474450
22-02-2018 14:09:00,10377.6,10377.6,10364.05,10364.05,62025,15474450
22-02-2018 14:10:00,10364.95,10368.15,10361.7,10365.95,43500,15474450
22-02-2018 14:11:00,10364.6,10366.8,10362,10365.05,42825,15433425
22-02-2018 14:12:00,10365.05,10369.35,10364.15,10368.2,25725,15433425
22-02-2018 14:13:00,10368,10370.6,10366.2,10366.95,40800,15433425
22-02-2018 14:14:00,10366.95,10369,10365,10367.25,24750,15435675
22-02-2018 14:15:00,10368.35,10369.3,10361.55,10361.65,56175,15435675
22-02-2018 14:16:00,10362.35,10363.4,10355.05,10358.55,72300,15435675
22-02-2018 14:17:00,10359.85,10363.35,10359,10362.6,27525,15455400
22-02-2018 14:18:00,10362.6,10365,10362,10363.35,25875,15455400
22-02-2018 14:19:00,10362.4,10363.45,10357.6,10360.75,28575,15455400
22-02-2018 14:20:00,10361.2,10361.7,10355.3,10356,20475,15466125
22-02-2018 14:21:00,10356,10357.1,10347.75,10348.1,84825,15466125
22-02-2018 14:22:00,10348,10353.3,10347.6,10350.05,80625,15466125
22-02-2018 14:23:00,10350,10352.5,10348.25,10350,90975,15514500
22-02-2018 14:24:00,10349.95,10349.95,10341.9,10346.3,90675,15514500
22-02-2018 14:25:00,10346.7,10352,10345.5,10347.6,37125,15514500
22-02-2018 14:26:00,10347.6,10348.6,10330.05,10336.05,162525,15526575
22-02-2018 14:27:00,10336.1,10340.9,10336,10337.45,76800,15526575
22-02-2018 14:28:00,10336.15,10339.3,10332.1,10336,91725,15526575
22-02-2018 14:29:00,10336.9,10344.3,10336.9,10343.55,76725,15553275
22-02-2018 14:30:00,10343.8,10347.4,10343.1,10346,54975,15553275
22-02-2018 14:31:00,10345,10347.1,10338.1,10338.1,36150,15553275
22-02-2018 14:32:00,10338.1,10343.35,10337.1,10343.3,44775,15612750
22-02-2018 14:33:00,10342.45,10351.85,10341,10351,40050,15612750
22-02-2018 14:34:00,10351.2,10353.75,10349.15,10349.15,42225,15612750
22-02-2018 14:35:00,10348.1,10349.3,10347,10347.15,34875,15625875
22-02-2018 14:36:00,10348.05,10356.65,10348.05,10356.65,62475,15625875
22-02-2018 14:37:00,10356.8,10363,10355.6,10358.25,106875,15625875
22-02-2018 14:38:00,10360.1,10362.2,10357.35,10360.9,47175,15543675
22-02-2018 14:39:00,10362.4,10364.8,10355.15,10355.15,80550,15543675
22-02-2018 14:40:00,10355.15,10360.45,10354,10355.15,41700,15543675
22-02-2018 14:41:00,10356.8,10359,10355.35,10357.9,45525,15448725
22-02-2018 14:42:00,10357.85,10360,10355.55,10355.6,57600,15448725
22-02-2018 14:43:00,10356.85,10356.85,10351,10351.3,41175,15448725
22-02-2018 14:44:00,10351.3,10357.45,10351,10351.75,38925,15521025
22-02-2018 14:45:00,10352.05,10355.75,10351.05,10352.5,75600,15521025
22-02-2018 14:46:00,10354,10355.4,10352.4,10352.8,43800,15521025
22-02-2018 14:47:00,10353.55,10355,10349,10349.85,48825,15451425
22-02-2018 14:48:00,10349.95,10351.15,10348,10349.1,36600,15451425
22-02-2018 14:49:00,10347.8,10354.7,10347.1,10353.15,49125,15451425
22-02-2018 14:50:00,10354.5,10355,10349.3,10351,52200,15450675
22-02-2018 14:51:00,10349.6,10352,10348,10349.4,30750,15450675
22-02-2018 14:52:00,10350,10352.55,10349.65,10351.5,28575,15450675
22-02-2018 14:53:00,10351.15,10352,10348.5,10349.4,40800,15450225
22-02-2018 14:54:00,10349.4,10349.75,10347.05,10347.65,58950,15450225
22-02-2018 14:55:00,10347.65,10357,10347.65,10356.7,36975,15450225
22-02-2018 14:56:00,10356.95,10365.15,10356.9,10360.95,103725,15301950
22-02-2018 14:57:00,10360.95,10363.85,10357.15,10359.3,51075,15301950
22-02-2018 14:58:00,10358.7,10361.4,10357.15,10358,28125,15301950
22-02-2018 14:59:00,10357.95,10365.7,10356.5,10365.2,66675,15205275
22-02-2018 15:00:00,10365.25,10380.55,10361.95,10376.3,274575,15205275
22-02-2018 15:01:00,10376.9,10383.8,10369.9,10383.8,123525,15205275
22-02-2018 15:02:00,10383.75,10385.45,10375.4,10385,92175,14979450
22-02-2018 15:03:00,10385.7,10390,10383.65,10386.8,179775,14979450
22-02-2018 15:04:00,10386,10387,10381,10384.1,90450,14979450
22-02-2018 15:05:00,10384.35,10385.9,10381,10381.25,122925,14993925
22-02-2018 15:06:00,10381.25,10381.25,10374.05,10376.5,143400,14993925
22-02-2018 15:07:00,10377,10380.8,10375.1,10379.7,110175,14993925
22-02-2018 15:08:00,10378.8,10378.9,10376.25,10378.3,84600,14941575
22-02-2018 15:09:00,10378.1,10380.8,10377.75,10379.9,97275,14941575
22-02-2018 15:10:00,10380.2,10384.6,10380.05,10383,129900,14941575
22-02-2018 15:11:00,10383.65,10383.65,10380.55,10381.1,108900,14843325
22-02-2018 15:12:00,10381.3,10382.5,10380.55,10380.55,125400,14843325
22-02-2018 15:13:00,10381.25,10381.25,10378.25,10381,110475,14843325
22-02-2018 15:14:00,10380.1,10380.35,10378.5,10378.7,71325,14781750
22-02-2018 15:15:00,10378.9,10383.95,10378.85,10382,121275,14781750
22-02-2018 15:16:00,10381.3,10383.55,10380.25,10381.5,120600,14781750
22-02-2018 15:17:00,10382.1,10382.9,10381.35,10382.7,56850,14687625
22-02-2018 15:18:00,10382.65,10383.4,10381,10382.85,90075,14687625
22-02-2018 15:19:00,10382.9,10383.65,10382,10383,104550,14687625
22-02-2018 15:20:00,10382.9,10383.35,10381.65,10382.15,60975,14458200
22-02-2018 15:21:00,10382.65,10382.85,10381.5,10382.85,72600,14458200
22-02-2018 15:22:00,10382.75,10383.4,10382.1,10383.3,79275,14458200
22-02-2018 15:23:00,10383.35,10384.15,10382.3,10383.3,93450,14345625
22-02-2018 15:24:00,10384.45,10384.9,10383.1,10384.7,149100,14345625
22-02-2018 15:25:00,10384.8,10384.8,10384.05,10384.75,120825,14345625
22-02-2018 15:26:00,10384.75,10385,10384.55,10384.65,177525,14324325
22-02-2018 15:27:00,10384.75,10384.8,10384.2,10384.5,133050,14324325
22-02-2018 15:28:00,10384.6,10384.6,10384,10384.6,171825,14324325
22-02-2018 15:29:00,10384.6,10384.85,10383.45,10384.5,230025,14336025
22-02-2018 15:30:00,10384.5,10384.5,10384.5,10384.5,375,14336025
21-02-2018 09:15:00,10405.65,10409.85,10387.1,10387.2,296700,20325675
21-02-2018 09:16:00,10385.5,10387.2,10376.55,10383.5,215775,20325675
21-02-2018 09:17:00,10383,10386.4,10379.3,10382.2,159600,20132625
21-02-2018 09:18:00,10382.2,10391.15,10381.1,10390,86550,20132625
21-02-2018 09:19:00,10390,10391.85,10383.9,10383.9,69075,20132625
21-02-2018 09:20:00,10385.15,10386.75,10379,10384.75,57300,20119500
21-02-2018 09:21:00,10387,10389.95,10384.9,10385.2,28725,20119500
21-02-2018 09:22:00,10385.4,10391.9,10385.4,10390.55,39675,20119500
21-02-2018 09:23:00,10391,10391.4,10386.4,10388,44400,20115825
21-02-2018 09:24:00,10388.2,10391.45,10386.55,10390.55,57450,20115825
21-02-2018 09:25:00,10390.2,10392.9,10386.25,10387.75,33450,20115825
21-02-2018 09:26:00,10387.5,10389,10382,10382,30600,20097750
21-02-2018 09:27:00,10382,10382.95,10378,10382.65,37425,20097750
21-02-2018 09:28:00,10382.65,10383.95,10373,10375.8,44625,20097750
21-02-2018 09:29:00,10375.8,10380,10375,10376.95,41475,20105475
21-02-2018 09:30:00,10376.95,10379.5,10371.6,10372,42375,20105475
21-02-2018 09:31:00,10372.35,10374.15,10368.05,10370,57450,20105475
21-02-2018 09:32:00,10370,10376.4,10370,10375,44475,20097600
21-02-2018 09:33:00,10375.95,10375.95,10367.5,10369,41625,20097600
21-02-2018 09:34:00,10371.4,10372,10364.15,10364.25,58125,20097600
21-02-2018 09:35:00,10364.2,10368.05,10358.7,10367,87300,20115525
21-02-2018 09:36:00,10366.1,10367,10361.5,10363.35,71400,20115525
21-02-2018 09:37:00,10362.55,10368,10361.35,10367.95,20700,20115525
21-02-2018 09:38:00,10367.15,10370,10363.3,10370,32400,20130825
21-02-2018 09:39:00,10370,10371.75,10367.95,10370.95,24300,20130825
21-02-2018 09:40:00,10370.95,10370.95,10362.05,10362.05,22725,20130825
21-02-2018 09:41:00,10363.95,10363.95,10357,10359,45675,20124300
21-02-2018 09:42:00,10358.1,10360.6,10353.5,10354.1,33750,20124300
21-02-2018 09:43:00,10354.55,10361.8,10354.3,10361.15,56175,20124300
21-02-2018 09:44:00,10361.35,10363.55,10357.1,10358.65,24900,20128425
21-02-2018 09:45:00,10357.1,10358.9,10352.1,10352.1,53250,20128425
21-02-2018 09:46:00,10352.1,10353.7,10347.1,10348.1,71325,20128425
21-02-2018 09:47:00,10348.65,10351.4,10346.2,10349.8,56925,20157225
21-02-2018 09:48:00,10350.95,10352.5,10346,10352.5,88125,20157225
21-02-2018 09:49:00,10351,10353,10346.2,10351.05,60225,20157225
21-02-2018 09:50:00,10350,10358,10349.5,10356,38100,20215650
21-02-2018 09:51:00,10356.6,10359.05,10354.25,10359.05,40500,20215650
21-02-2018 09:52:00,10358.75,10362.2,10358.3,10359.9,36225,20215650
21-02-2018 09:53:00,10358.9,10363.95,10357,10363.4,19725,20221275
21-02-2018 09:54:00,10363.25,10366.55,10361.05,10365,44475,20221275
21-02-2018 09:55:00,10364.3,10368,10362.25,10364.6,43500,20221275
21-02-2018 09:56:00,10364.1,10364.5,10361.85,10363.15,23550,20216175
21-02-2018 09:57:00,10363.1,10363.55,10358.25,10358.75,37275,20216175
21-02-2018 09:58:00,10358.05,10361.6,10355.85,10361.6,24300,20216175
21-02-2018 09:59:00,10361.65,10362.95,10359.85,10361.25,16500,20202300
21-02-2018 10:00:00,10362.45,10366.9,10362.45,10366,20850,20202300
21-02-2018 10:01:00,10366.75,10377.5,10366.25,10377.5,143775,20202300
21-02-2018 10:02:00,10378,10380,10373.95,10380,142875,20281200
21-02-2018 10:03:00,10380,10381.4,10373.35,10374.3,99900,20281200
21-02-2018 10:04:00,10373.55,10374.5,10371.95,10374.05,26925,20281200
