2016,digitalprice,Digitalprice,40:27.7,DP
2017,renos,Renos,40:27.7,RNS
2018,abjcoin,Abjcoin,40:27.7,ABJ
2019,yocoin,Yocoin,40:27.7,YOC
2020,denarius-dnr,Denarius Dnr,40:27.7,DNR
2021,litedoge,Litedoge,40:27.7,LDOGE
2022,unify,Unify,40:27.7,UNIFY
2023,hawala-today,Hawala Today,40:27.7,HAT
2024,campuscoin,Campuscoin,40:27.7,CMPCO
2025,fluttercoin,Fluttercoin,40:27.7,FLT
2026,darcrus,Darcrus,40:27.7,DAR
2027,leviarcoin,Leviarcoin,40:27.7,XLC
2028,emphy,Emphy,40:27.7,EPY
2029,thegcccoin,Thegcccoin,40:27.7,GCC
2030,erc20,Erc20,40:27.7,ERC20
2031,insanecoin-insn,Insanecoin Insn,40:27.7,INSN
2032,centurion,Centurion,40:27.7,CNT
2033,moin,Moin,40:27.7,MOIN
2034,cryptonite,Cryptonite,40:27.7,XCN
2035,canada-ecoin,Canada Ecoin,40:27.7,CDN
2036,intelligent-trading-tech,Intelligent Trading Tech,40:27.7,ITT
2037,starta,Starta,40:27.7,STA
2038,monkey-project,Monkey Project,40:27.7,MONK
2039,greencoin,Greencoin,40:27.7,GRE
2040,electra,Electra,40:27.7,ECA
2041,ethereum-gold,Ethereum Gold,40:27.7,ETG
2042,zeitcoin,Zeitcoin,40:27.7,ZEIT
2043,copico,Copico,40:27.7,XCPO
2044,adzcoin,Adzcoin,40:27.7,ADZ
2045,ico-openledger,Ico Openledger,40:27.7,ICOO
2046,legends-room,Legends Room,40:27.7,LGD
2047,version,Version,40:27.7,V
2048,ethbits,Ethbits,40:27.7,ETBS
2049,bitradio,Bitradio,40:27.7,BRO
2050,fujicoin,Fujicoin,40:27.7,FJC
2051,bata,Bata,40:27.7,BTA
2052,elementrem,Elementrem,40:27.7,ELE
2053,cream,Cream,40:27.7,CRM
2054,unitus,Unitus,40:27.7,UIS
2055,netcoin,Netcoin,40:27.7,NET
2056,altcommunity-coin,Altcommunity Coin,40:27.7,ALTCOM
2057,scorecoin,Scorecoin,40:27.7,SCORE
2058,jetcoin,Jetcoin,40:27.7,JET
2059,unbreakablecoin,Unbreakablecoin,40:27.7,UNB
2060,influxcoin,Influxcoin,40:27.7,INFX
2061,bytecent,Bytecent,40:27.7,BYC
2062,kekcoin,Kekcoin,40:27.7,KEK
2063,inflationcoin,Inflationcoin,40:27.7,IFLT
2064,smart-investment-fund-token,Smart Investment Fund Token,40:27.7,SIFT
2065,cryptoforecast,Cryptoforecast,40:27.7,CFT
2066,oceanlab,Oceanlab,40:27.7,OCL
2067,fundyourselfnow,Fundyourselfnow,40:27.7,FYN
2068,steneum-coin,Steneum Coin,40:27.7,STN
2069,piplcoin,Piplcoin,40:27.7,PIPL
2070,fucktoken,Fucktoken,40:27.7,FUCK
2071,machinecoin,Machinecoin,40:27.7,MAC
2072,aurumcoin,Aurumcoin,40:27.7,AU
2073,kolion,Kolion,40:27.7,KLN
2074,mazacoin,Mazacoin,40:27.7,MZC
2075,miners-reward-token,Miners Reward Token,40:27.7,MRT
2076,etheriya,Etheriya,40:27.7,RIYA
2077,incakoin,Incakoin,40:27.7,NKA
2078,i0coin,I0coin,40:27.7,I0C
2079,aricoin,Aricoin,40:27.7,ARI
2080,capricoin,Capricoin,40:27.7,CPC
2081,sagacoin,Sagacoin,40:27.7,SAGA
2082,cryptocarbon,Cryptocarbon,40:27.7,CCRB
2083,smartcoin,Smartcoin,40:27.7,SMC
2084,teslacoin,Teslacoin,40:27.7,TES
2085,orbitcoin,Orbitcoin,40:27.7,ORB
2086,trollcoin,Trollcoin,40:27.7,TROLL
2087,bigup,Bigup,40:27.7,BIGUP
2088,minereum,Minereum,40:27.7,MNE
2089,digitalcoin,Digitalcoin,40:27.8,DGC
2090,desire,Desire,40:27.8,DSR
2091,kurrent,Kurrent,40:27.8,KURT
2092,atomic-coin,Atomic Coin,40:27.8,ATOM
2093,link-platform,Link Platform,40:27.8,LNK
2094,fastcoin,Fastcoin,40:27.8,FST
2095,iticoin,Iticoin,40:27.8,ITI
2096,monster-byte,Monster Byte,40:27.8,MBI
2097,tracto,Tracto,40:27.8,TRCT
2098,accelerator-network,Accelerator Network,40:27.8,ACC
2099,hitcoin,Hitcoin,40:27.8,HTC
2100,petrodollar,Petrodollar,40:27.8,XPD
2101,ethbet,Ethbet,40:27.8,EBET
2102,bitcurrency,Bitcurrency,40:27.8,BTCR
2103,eternity,Eternity,40:27.8,ENT
2104,macron,Macron,40:27.8,MCRN
2105,trackr,Trackr,40:27.8,TKR
2106,growers-international,Growers International,40:27.8,GRWI
2107,fantomcoin,Fantomcoin,40:27.8,FCN
2108,fuelcoin,Fuelcoin,40:27.8,FC2
2109,mojocoin,Mojocoin,40:27.8,MOJO
2110,zetacoin,Zetacoin,40:27.8,ZET
2111,authorship,Authorship,40:27.8,ATS
2112,ethereum-movie-venture,Ethereum Movie Venture,40:27.8,EMV
2113,shadowcash,Shadowcash,40:27.8,SDC
2114,draftcoin,Draftcoin,40:27.8,DFT
2115,zennies,Zennies,40:27.8,ZENI
2116,visio,Visio,40:27.8,VISIO
2117,netko,Netko,40:27.8,NETKO
2118,coinonatx,Coinonatx,40:27.8,XCXT
2119,starcredits,Starcredits,40:27.8,STRC
2120,nekonium,Nekonium,40:27.8,NUKO
2121,deutsche-emark,Deutsche Emark,40:27.8,DEM
2122,elcoin-el,Elcoin El,40:27.8,EL
2123,dfscoin,Dfscoin,40:27.8,DFS
2124,biblepay,Biblepay,40:27.8,BBP
2125,daxxcoin,Daxxcoin,40:27.8,DAXX
2126,bitcoin-red,Bitcoin Red,40:27.8,BTCRED
2127,iethereum,Iethereum,40:27.8,IETH
2128,rasputin-online-coin,Rasputin Online Coin,40:27.8,ROC
2129,tittiecoin,Tittiecoin,40:27.8,TTC
2130,metalcoin,Metalcoin,40:27.8,METAL
2131,billionaire-token,Billionaire Token,40:27.8,XBL
2132,confido,Confido,40:27.8,CFD
2133,skincoin,Skincoin,40:27.8,SKIN
2134,triangles,Triangles,40:27.8,TRI
2135,ultracoin,Ultracoin,40:27.8,UTC
2136,opal,Opal,40:27.8,OPAL
2137,happycoin,Happycoin,40:27.8,HPC
2138,bitpark-coin,Bitpark Coin,40:27.8,BPC
2139,smileycoin,Smileycoin,40:27.8,SMLY
2140,hodlcoin,Hodlcoin,40:27.8,HODL
2141,bitbar,Bitbar,40:27.8,BTB
2142,amsterdamcoin,Amsterdamcoin,40:27.8,AMS
2143,zcash-gold,Zcash Gold,40:27.8,ZCG
2144,qubitcoin,Qubitcoin,40:27.8,Q2C
2145,piggycoin,Piggycoin,40:27.8,PIGGY
2146,veltor,Veltor,40:27.8,VLT
2147,42-coin,42 Coin,40:27.8,42
2148,nyancoin,Nyancoin,40:27.8,NYAN
2149,guncoin,Guncoin,40:27.8,GUN
2150,gaia,Gaia,40:27.8,GAIA
2151,maxcoin,Maxcoin,40:27.8,MAX
2152,hobonickels,Hobonickels,40:27.8,HBN
2153,postoken,Postoken,40:27.8,POS
2154,dollarcoin,Dollarcoin,40:27.8,DLC
2155,starcash-network,Starcash Network,40:27.8,STARS
2156,lanacoin,Lanacoin,40:27.8,LANA
2157,bitstar,Bitstar,40:27.8,BITS
2158,rimbit,Rimbit,40:27.8,RBT
2159,trumpcoin,Trumpcoin,40:27.8,TRUMP
2160,wavesgo,Wavesgo,40:27.8,WGO
2161,britcoin,Britcoin,40:27.8,BRIT
2162,ccore,Ccore,40:27.8,CCO
2163,adcoin,Adcoin,40:27.8,ACC
2164,supercoin,Supercoin,40:27.8,SUPER
2165,kobocoin,Kobocoin,40:27.8,KOBO
2166,titcoin,Titcoin,40:27.8,TIT
2167,ammo-rewards,Ammo Rewards,40:27.8,AMMO
2168,octanox,Octanox,40:27.8,OTX
2169,ethereum-dark,Ethereum Dark,40:27.8,ETHD
2170,cryptojacks,Cryptojacks,40:27.8,CJ
2171,joulecoin,Joulecoin,40:27.8,XJO
2172,crystal-clear,Crystal Clear,40:27.8,CCT
2173,truckcoin,Truckcoin,40:27.8,TRK
2174,goldblocks,Goldblocks,40:27.8,GB
2175,pascal-lite,Pascal Lite,40:27.8,PASL
2176,advanced-internet-blocks,Advanced Internet Blocks,40:27.8,AIB
2177,dix-asset,Dix Asset,40:27.8,DIX
2178,808coin,808coin,40:27.8,808
2179,xios,Xios,40:27.8,XIOS
2180,postcoin,Postcoin,40:27.8,POST
2181,cannation,Cannation,40:27.8,CNNC
2182,funcoin,Funcoin,40:27.8,FUNC
2183,coin2-1,Coin2 1,40:27.8,C2
2184,droxne,Droxne,40:27.8,DRXNE
2185,whalecoin,Whalecoin,40:27.8,WHL
2186,argentum,Argentum,40:27.8,ARG
2187,redcoin,Redcoin,40:27.8,RED
2188,platinumbar,Platinumbar,40:27.8,XPTX
2189,blakestar,Blakestar,40:27.8,BLAS
2190,blockpay,Blockpay,40:27.8,BLOCKPAY
2191,signatum,Signatum,40:27.8,SIGT
2192,sugar-exchange,Sugar Exchange,40:27.8,SGR
2193,bitcoinfast,Bitcoinfast,40:27.8,BCF
2194,giga-watt-token,Giga Watt Token,40:27.8,WTT
2195,dashcoin,Dashcoin,40:27.8,DSH
2196,8bit,8bit,40:27.8,8BIT
2197,pakcoin,Pakcoin,40:27.8,PAK
2198,bit20,Bit20,40:27.8,BTWTY
2199,goldreserve,Goldreserve,40:27.8,XGR
2200,phoenixcoin,Phoenixcoin,40:27.8,PXC
2201,independent-money-system,Independent Money System,40:27.8,IMS
2202,hicoin,Hicoin,40:27.8,XHI
2203,digicube,Digicube,40:27.8,CUBE
2204,swagbucks,Swagbucks,40:27.8,BUCKS
2205,colossuscoin-v2,Colossuscoin V2,40:27.8,CV2
2206,mineum,Mineum,40:27.8,MNM
2207,grimcoin,Grimcoin,40:27.8,GRIM
2208,unity-ingot,Unity Ingot,40:27.8,UNY
2209,securecoin,Securecoin,40:27.8,SRC
2210,kushcoin,Kushcoin,40:27.8,KUSH
2211,paycoin2,Paycoin2,40:27.8,XPY
2212,onix,Onix,40:27.8,ONX
2213,c-bit,C Bit,40:27.8,XCT
2214,paycon,Paycon,40:27.8,CON
2215,chronos,Chronos,40:27.8,CRX
2216,pioneer-coin,Pioneer Coin,40:27.8,PCOIN
2217,universe,Universe,40:27.8,UNI
2218,octocoin,Octocoin,40:27.8,888
2219,unicoin,Unicoin,40:27.8,UNIC
2220,ratecoin,Ratecoin,40:27.8,XRA
2221,chesscoin,Chesscoin,40:27.8,CHESS
2222,evil-coin,Evil Coin,40:27.8,EVIL
2223,coin,Coin,40:27.8,CNO
2224,prototanium,Prototanium,40:27.8,PR
2225,litecoin-plus,Litecoin Plus,40:27.8,LCP
2226,tigercoin,Tigercoin,40:27.8,TGC
2227,sterlingcoin,Sterlingcoin,40:27.8,SLG
2228,tattoocoin,Tattoocoin,40:27.8,TSE
2229,icoin,Icoin,40:27.8,ICN
2230,helleniccoin,Helleniccoin,40:27.8,HNC
2231,votecoin,Votecoin,40:27.8,VOT
2232,chancoin,Chancoin,40:27.8,CHAN
2233,eot-token,Eot Token,40:27.8,EOT
2234,brat,Brat,40:27.8,BRAT
2235,gapcoin,Gapcoin,40:27.8,GAP
2236,cannacoin,Cannacoin,40:27.8,CCN
2237,yenten,Yenten,40:27.8,YTN
2238,litebitcoin,Litebitcoin,40:27.8,LBTC
2239,revolvercoin,Revolvercoin,40:27.8,XRE
2240,bitcoal,Bitcoal,40:27.8,COAL
2241,litebar,Litebar,40:27.8,LTB
2242,roulettetoken,Roulettetoken,40:27.8,RLT
2243,parallelcoin,Parallelcoin,40:27.8,DUO
2244,fujinto,Fujinto,40:27.8,NTO
2245,prime-xi,Prime Xi,40:27.8,PXI
2246,dalecoin,Dalecoin,40:27.8,DALC
2247,digital-developers-fund,Digital Developers Fund,40:27.8,DDF
2248,quatloo,Quatloo,40:27.8,QTL
2249,darsek,Darsek,40:27.8,KED
2250,berncash,Berncash,40:27.8,BERN
2251,spacecoin,Spacecoin,40:27.8,SPACE
2252,sovereign-hero,Sovereign Hero,40:27.8,HERO
2253,network-token,Network Token,40:27.8,NTWK
2254,emerald,Emerald,40:27.8,EMD
2255,zozocoin,Zozocoin,40:27.8,ZZC
2256,bitquark,Bitquark,40:27.8,BTQ
2257,trident,Trident,40:27.8,TRDT
2258,bittokens,Bittokens,40:27.8,BXT
2259,tagcoin,Tagcoin,40:27.8,TAG
2260,senderon,Senderon,40:27.8,SDRN
2261,bolivarcoin,Bolivarcoin,40:27.8,BOLI
2262,mincoin,Mincoin,40:27.8,MNC
2263,ethgas,Ethgas,40:27.8,EGAS
2264,blakecoin,Blakecoin,40:27.8,BLC
2265,btsr,Btsr,40:27.8,BTSR
2266,marscoin,Marscoin,40:27.8,MARS
2267,bitbtc,Bitbtc,40:27.8,BITBTC
2268,gameunits,Gameunits,40:27.8,UNITS
2269,swing,Swing,40:27.8,SWING
2270,zurcoin,Zurcoin,40:27.8,ZUR
2271,rubies,Rubies,40:27.8,RBIES
2272,cypher,Cypher,40:27.8,CYP
2273,bitcoin-planet,Bitcoin Planet,40:27.8,BTPL
2274,jin-coin,Jin Coin,40:27.8,JIN
2275,sooncoin,Sooncoin,40:27.8,SOON
2276,kayicoin,Kayicoin,40:27.8,KAYI
2277,hexx,Hexx,40:27.8,HXX
2278,eurocoin,Eurocoin,40:27.8,EUC
2279,bitasean,Bitasean,40:27.8,BAS
2280,marijuanacoin,Marijuanacoin,40:27.8,MAR
2281,virta-unique-coin,Virta Unique Coin,40:27.8,VUC
2282,mustangcoin,Mustangcoin,40:27.8,MST
2283,ebitcoin-cash,Ebitcoin Cash,40:27.8,EBCH
2284,kronecoin,Kronecoin,40:27.8,KRONE
2285,philosopher-stones,Philosopher Stones,40:27.8,PHS
2286,motocoin,Motocoin,40:27.8,MOTO
2287,reecoin,Reecoin,40:27.8,REE
2288,quazarcoin,Quazarcoin,40:27.8,QCN
2289,catcoin,Catcoin,40:27.8,CAT
2290,mao-zedong,Mao Zedong,40:27.8,MAO
2291,money,Money,40:27.8,$$$
2292,globalboost-y,Globalboost Y,40:27.8,BSTY
2293,tekcoin,Tekcoin,40:27.8,TEK
2294,aquariuscoin,Aquariuscoin,40:27.8,ARCO
2295,globaltoken,Globaltoken,40:27.8,GLT
2296,sativacoin,Sativacoin,40:27.8,STV
2297,honey,Honey,40:27.8,HONEY
2298,idice,Idice,40:27.8,ICE
2299,satoshimadness,Satoshimadness,40:27.8,MAD
2300,evotion,Evotion,40:27.8,EVO
2301,soilcoin,Soilcoin,40:27.8,SOIL
2302,btctalkcoin,Btctalkcoin,40:27.8,TALK
2303,icobid,Icobid,40:27.8,ICOB
2304,bumbacoin,Bumbacoin,40:27.8,BUMBA
2305,eaglecoin,Eaglecoin,40:27.8,EAGLE
2306,cashcoin,Cashcoin,40:27.8,CASH
2307,neuro,Neuro,40:27.8,NRO
2308,x-coin,X Coin,40:27.8,XCO
2309,gold-pressed-latinum,Gold Pressed Latinum,40:27.8,GPL
2310,metal-music-coin,Metal Music Coin,40:27.8,MTLMC3
2311,gpu-coin,Gpu Coin,40:27.8,GPU
2312,eryllium,Eryllium,40:27.8,ERY
2313,bitgem,Bitgem,40:27.8,BTG
2314,acoin,Acoin,40:27.8,ACOIN
2315,sixeleven,Sixeleven,40:27.8,611
2316,fuzzballs,Fuzzballs,40:27.8,FUZZ
2317,beatcoin,Beatcoin,40:27.8,XBTS
2318,bitz,Bitz,40:27.8,BITZ
2319,cachecoin,Cachecoin,40:27.8,CACH
2320,ronpaulcoin,Ronpaulcoin,40:27.8,RPC
2321,virtacoinplus,Virtacoinplus,40:27.8,XVP
2322,bitsilver,Bitsilver,40:27.8,BITSILVER
2323,litecoin-ultra,Litecoin Ultra,40:27.8,LTCU
2324,creatio,Creatio,40:27.8,XCRE
2325,compucoin,Compucoin,40:27.8,CPN
2326,ereal,Ereal,40:27.8,EREAL
2327,flaxscript,Flaxscript,40:27.8,FLAX
2328,bipcoin,Bipcoin,40:27.8,BIP
2329,allion,Allion,40:27.8,ALL
2330,slevin,Slevin,40:27.8,SLEVIN
2331,theresa-may-coin,Theresa May Coin,40:27.8,MAY
2332,goldpieces,Goldpieces,40:27.8,GP
2333,songcoin,Songcoin,40:27.8,SONG
2334,aerium,Aerium,40:27.8,AERM
2335,global-tour-coin,Global Tour Coin,40:27.8,GTC
2336,exchangen,Exchangen,40:27.8,EXN
2337,digital-rupees,Digital Rupees,40:27.8,DRS
2338,solarflarecoin,Solarflarecoin,40:27.8,SFC
2339,300-token,300 Token,40:27.8,300
2340,ecocoin,Ecocoin,40:27.8,ECO
2341,rupaya,Rupaya,40:27.8,RUPX
2342,comet,Comet,40:27.8,CMT
2343,doubloon,Doubloon,40:27.8,BOAT
2344,nevacoin,Nevacoin,40:27.8,NEVA
2345,healthywormcoin,Healthywormcoin,40:27.8,WORM
2346,bnrtxcoin,Bnrtxcoin,40:27.8,BNX
2347,benjirolls,Benjirolls,40:27.8,BENJI
2348,coinonat,Coinonat,40:27.8,CXT
2349,master-swiscoin,Master Swiscoin,40:27.8,MSCN
2350,bitgold,Bitgold,40:27.8,BITGOLD
2351,impact,Impact,40:27.8,IMX
2352,spots,Spots,40:27.8,SPT
2353,luna-coin,Luna Coin,40:27.8,LUNA
2354,useless-ethereum-token,Useless Ethereum Token,40:27.8,UET
2355,bolenum,Bolenum,40:27.8,BLN
2356,tajcoin,Tajcoin,40:27.8,TAJ
2357,uro,Uro,40:27.8,URO
2358,torcoin-tor,Torcoin Tor,40:27.8,TOR
2359,zetamicron,Zetamicron,40:27.8,ZMC
2360,cthulhu-offerings,Cthulhu Offerings,40:27.8,OFF
2361,allsafe,Allsafe,40:27.8,ASAFE2
2362,leacoin,Leacoin,40:27.8,LEA
2363,swaptoken,Swaptoken,40:27.8,TOKEN
2364,kingn-coin,Kingn Coin,40:27.8,KNC
2365,women,Women,40:27.8,WOMEN
2366,antibitcoin,Antibitcoin,40:27.8,ANTI
2367,bitcoin-21,Bitcoin 21,40:27.8,XBTC21
2368,iconic,Iconic,40:27.8,ICON
2369,vector,Vector,40:27.8,VEC2
2370,hempcoin-hmp,Hempcoin Hmp,40:27.8,HMP
2371,dappster,Dappster,40:27.8,DLISK
2372,skeincoin,Skeincoin,40:27.8,SKC
2373,playercoin,Playercoin,40:27.8,PLACO
2374,debitcoin,Debitcoin,40:27.8,DBTC
2375,artex-coin,Artex Coin,40:27.8,ATX
2376,usde,Usde,40:27.8,USDE
2377,cybcsec,Cybcsec,40:27.8,XCS
2378,roofs,Roofs,40:27.8,ROOFS
2379,quebecoin,Quebecoin,40:27.8,QBC
2380,printerium,Printerium,40:27.8,PRX
2381,socialcoin-socc,Socialcoin Socc,40:27.8,SOCC
2382,ponzicoin,Ponzicoin,40:27.8,PONZI
2383,ride-my-car,Ride My Car,40:27.8,RIDE
2384,biteur,Biteur,40:27.8,BITEUR
2385,plncoin,Plncoin,40:27.8,PLNC
2386,bitvolt,Bitvolt,40:27.8,VOLT
2387,dibcoin,Dibcoin,40:27.8,DIBC
2388,geertcoin,Geertcoin,40:27.8,GEERT
2389,prcoin,Prcoin,40:27.8,PRC
2390,litecred,Litecred,40:27.8,LTCR
2391,genstake,Genstake,40:27.8,G3N
2392,wild-beast-block,Wild Beast Block,40:27.8,WBB
2393,high-voltage,High Voltage,40:27.8,HVCO
2394,orlycoin,Orlycoin,40:27.8,ORLY
2395,veros,Veros,40:27.8,VRS
2396,vault-coin,Vault Coin,40:27.8,VLTC
2397,vaperscoin,Vaperscoin,40:27.8,VPRC
2398,cabbage,Cabbage,40:27.8,CAB
2399,anarchistsprime,Anarchistsprime,40:27.8,ACP
2400,braincoin,Braincoin,40:27.8,BRAIN
2401,ibank,Ibank,40:27.8,IBANK
2402,speedcash,Speedcash,40:27.8,SCS
2403,credence-coin,Credence Coin,40:27.8,CRDNC
2404,dollar-online,Dollar Online,40:27.8,DOLLAR
2405,unrealcoin,Unrealcoin,40:27.8,URC
2406,argus,Argus,40:27.8,ARGUS
2407,posex,Posex,40:27.9,PEX
2408,coimatic-2,Coimatic 2,40:27.9,CTIC2
2409,impulsecoin,Impulsecoin,40:27.9,IMPS
2410,coimatic-3,Coimatic 3,40:27.9,CTIC3
2411,biobar,Biobar,40:27.9,BIOB
2412,elysium,Elysium,40:27.9,ELS
2413,levoplus,Levoplus,40:27.9,LVPS
2414,futurexe,Futurexe,40:27.9,FXE
2415,crevacoin,Crevacoin,40:27.9,CREVA
2416,p7coin,P7coin,40:27.9,P7C
2417,ego,Ego,40:27.9,EGO
2418,cryptoescudo,Cryptoescudo,40:27.9,CESC
2419,ulatech,Ulatech,40:27.9,ULA
2420,rawcoin2,Rawcoin2,40:27.9,XRC
2421,magnum,Magnum,40:27.9,MGM
2422,concoin,Concoin,40:27.9,CONX
2423,geysercoin,Geysercoin,40:27.9,GSR
2424,project-x,Project X,40:27.9,NANOX
2425,tristar-coin,Tristar Coin,40:27.9,TSTR
2426,selfiecoin,Selfiecoin,40:27.9,SLFI
2427,enigma,Enigma,40:27.9,XNG
2428,harmonycoin-hmc,Harmonycoin Hmc,40:27.9,HMC
2429,ebittree-coin,Ebittree Coin,40:27.9,EBT
2430,digital-money-bits,Digital Money Bits,40:27.9,DMB
2431,abncoin,Abncoin,40:27.9,ABN
2432,caliphcoin,Caliphcoin,40:27.9,CALC
2433,applecoin-apw,Applecoin Apw,40:27.9,APW
2434,photon,Photon,40:27.9,PHO
2435,gcoin,Gcoin,40:27.9,GCN
2436,virtacoin,Virtacoin,40:27.9,VTA
2437,bitswift,Bitswift,40:27.9,SWIFT
2438,the-cypherfunks,The Cypherfunks,40:27.9,FUNK
2439,rustbits,Rustbits,40:27.9,RUSTBITS
2440,janus,Janus,40:27.9,JNS
2441,inpay,Inpay,40:27.9,INPAY
2442,bunnycoin,Bunnycoin,40:27.9,BUN
2443,cryptcoin,Cryptcoin,40:27.9,CRYPT
2444,woodcoin,Woodcoin,40:27.9,LOG
2445,yashcoin,Yashcoin,40:27.9,YASH
2446,shorty,Shorty,40:27.9,SHORTY
2447,ultimate-secure-cash,Ultimate Secure Cash,40:27.9,USC
2448,fimkrypto,Fimkrypto,40:27.9,FIMK
2449,arcade-token,Arcade Token,40:27.9,ARC
2450,lottocoin,Lottocoin,40:27.9,LOT
2451,corgicoin,Corgicoin,40:27.9,CORG
2452,casino,Casino,40:27.9,CASINO
2453,bankcoin,Bankcoin,40:27.9,B@
2454,stress,Stress,40:27.9,STS
2455,interzone,Interzone,40:27.9,ITZ
2456,fincoin,Fincoin,40:27.9,FNC
2457,ambercoin,Ambercoin,40:27.9,AMBER
2458,remicoin,Remicoin,40:27.9,RMC
2459,ganjacoin,Ganjacoin,40:27.9,MRJA
2460,valorbit,Valorbit,40:27.9,VAL
2461,wayguide,Wayguide,40:27.9,WAY
2462,briacoin,Briacoin,40:27.9,BRIA
2463,globalcoin,Globalcoin,40:27.9,GLC
2464,flycoin,Flycoin,40:27.9,FLY
2465,px,Px,40:27.9,PX
2466,blazecoin,Blazecoin,40:27.9,BLZ
2467,mutual-coin,Mutual Coin,40:27.9,MUT
2468,shilling,Shilling,40:27.9,SH
2469,coexistcoin,Coexistcoin,40:27.9,COXST
2470,secretcoin,Secretcoin,40:27.9,SCRT
2471,grantcoin,Grantcoin,40:27.9,GRT
2472,firecoin,Firecoin,40:27.9,FIRE
2473,joincoin,Joincoin,40:27.9,J
2474,freicoin,Freicoin,40:27.9,FRC
2475,shadow-token,Shadow Token,40:27.9,SHDW
2476,sproutsextreme,Sproutsextreme,40:27.9,SPEX
2477,islacoin,Islacoin,40:27.9,ISL
2478,newbium,Newbium,40:27.9,NEWB
2479,yacoin,Yacoin,40:27.9,YAC
2480,sling,Sling,40:27.9,SLING
2481,virtualcoin,Virtualcoin,40:27.9,VC
2482,franko,Franko,40:27.9,FRK
2483,wmcoin,Wmcoin,40:27.9,WMC
2484,ether-for-the-rest-of-the-world,Ether For The Rest Of The World,40:27.9,E4ROW
2485,crypto,Crypto,40:27.9,CTO
2486,sacoin,Sacoin,40:27.9,SAC
2487,boostcoin,Boostcoin,40:27.9,BOST
2488,californium,Californium,40:27.9,CF
2489,piecoin,Piecoin,40:27.9,PIE
2490,javascript-token,Javascript Token,40:27.9,JS
2491,guccionecoin,Guccionecoin,40:27.9,GCC
2492,pulse,Pulse,40:27.9,PULSE
2493,jewels,Jewels,40:27.9,JWL
2494,vip-tokens,Vip Tokens,40:27.9,VIP
2495,yellow-token,Yellow Token,40:27.9,YEL
2496,dreamcoin,Dreamcoin,40:27.9,DRM
2497,warp,Warp,40:27.9,WARP
2498,flavorcoin,Flavorcoin,40:27.9,FLVR
2499,asiadigicoin,Asiadigicoin,40:27.9,ADCN
2500,destiny,Destiny,40:27.9,DES
2501,beavercoin,Beavercoin,40:27.9,BVC
2502,ripto-bux,Ripto Bux,40:27.9,RBX
2503,cryptoworldx-token,Cryptoworldx Token,40:27.9,CWXT
2504,rsgpcoin,Rsgpcoin,40:27.9,RSGP
2505,billarycoin,Billarycoin,40:27.9,BLRY
2506,milocoin,Milocoin,40:27.9,MILO
2507,bowscoin,Bowscoin,40:27.9,BSC
2508,bios-crypto,Bios Crypto,40:27.9,BIOS
2509,zayedcoin,Zayedcoin,40:27.9,ZYD
2510,jobscoin,Jobscoin,40:27.9,JOBS
2511,arbit,Arbit,40:27.9,ARB
2512,mindcoin,Mindcoin,40:27.9,MND
2513,blackstar,Blackstar,40:27.9,BSTAR
2514,tagrcoin,Tagrcoin,40:27.9,TAGR
2515,gamebet-coin,Gamebet Coin,40:27.9,GBT
2516,steps,Steps,40:27.9,STEPS
2517,xonecoin,Xonecoin,40:27.9,XOC
2518,morningstar-payments,Morningstar Payments,40:27.9,MRNG
2519,mtmgaming,Mtmgaming,40:27.9,MTM
2520,tychocoin,Tychocoin,40:27.9,TYCHO
2521,zonecoin,Zonecoin,40:27.9,ZNE
2522,letitride,Letitride,40:27.9,LIR
2523,corethum,Corethum,40:27.9,CRTM
2524,sojourn,Sojourn,40:27.9,SOJ
2525,crtcoin,Crtcoin,40:27.9,CRT
2526,osmiumcoin,Osmiumcoin,40:27.9,OS76
2527,antilitecoin,Antilitecoin,40:27.9,ALTC
2528,nodecoin,Nodecoin,40:27.9,NODC
2529,sydpak,Sydpak,40:27.9,SDP
2530,frazcoin,Frazcoin,40:27.9,FRAZ
2531,agrolifecoin,Agrolifecoin,40:27.9,AGLC
2532,lex4all,Lex4all,40:27.9,LEX
2533,qibuck-asset,Qibuck Asset,40:27.9,QBK
2534,ccminer,Ccminer,40:27.9,CCM100
2535,save-and-gain,Save And Gain,40:27.9,SANDG
2536,gbcgoldcoin,Gbcgoldcoin,40:27.9,GBC
2537,digital-credits,Digital Credits,40:27.9,DGCS
2538,coffeecoin,Coffeecoin,40:27.9,CFC
2539,pizzacoin,Pizzacoin,40:27.9,PIZZA
2540,burstocean,Burstocean,40:27.9,OCEAN
2541,atmcoin,Atmcoin,40:27.9,ATMC
2542,ins-ecosystem,Ins Ecosystem,40:27.9,INS
2543,bitcoin-diamond,Bitcoin Diamond,40:27.9,BCD
2544,show,Show,40:27.9,SHOW
2545,swftcoin,Swftcoin,40:27.9,SWFTC
2546,medishares,Medishares,40:27.9,MDS
2547,bibox-token,Bibox Token,40:27.9,BIX
2548,internet-node-token,Internet Node Token,40:27.9,INT
2549,genaro-network,Genaro Network,40:27.9,GNX
2550,selfkey,Selfkey,40:27.9,KEY
2551,echolink,Echolink,40:27.9,EKO
2552,waykichain,Waykichain,40:27.9,WIC
2553,smartmesh,Smartmesh,40:27.9,SMT
2554,aidoc,Aidoc,40:27.9,AIDOC
2555,bitcoinx,Bitcoinx,40:27.9,BCX
